Country,ISO2,ISO3,Indicator,Unit,Source,CTS Code,CTS Name,CTS Full Descriptor,Industry,Scale,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Indonesia,ID,IDN,CO2 emissions,Millions of Metric tons of CO2,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNC,CO2 Emissions,"Environment, Climate Change, Economic Activity, CO2 Emissions",Paper products and printing,Units,0.22,0.28,0.32,0.448,0.479,2.268,2.609,1.918,4.611,3.413,3.645,3.62,4.387,4.162,3.814,4.682,3.975,5.973,3.397,3.506,8.387,7.874,7.41,6.14
Indonesia,ID,IDN,CO2 emissions,Millions of Metric tons of CO2,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNC,CO2 Emissions,"Environment, Climate Change, Economic Activity, CO2 Emissions","Pharmaceuticals, medicinal chemical and botanical products",Units,0.367,0.368,0.402,0.402,0.462,0.42,0.348,0.293,0.309,0.417,0.37,1.637,1.442,1.463,1.606,1.407,1.195,1.233,1.098,1.112,1.214,1.123,1.258,1.436
Indonesia,ID,IDN,CO2 emissions,Millions of Metric tons of CO2,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNC,CO2 Emissions,"Environment, Climate Change, Economic Activity, CO2 Emissions",Postal and courier activities,Units,0.157,0.186,0.205,0.197,0.196,0.236,0.205,0.161,0.134,0.122,0.087,0.085,0.089,0.101,0.113,0.109,0.182,0.228,0.251,0.259,0.25,0.245,0.253,0.279
Indonesia,ID,IDN,CO2 emissions,Millions of Metric tons of CO2,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNC,CO2 Emissions,"Environment, Climate Change, Economic Activity, CO2 Emissions","Professional, scientific and technical activities",Units,0.035,0.074,0.087,0.08,0.095,0.121,0.122,0.112,0.109,0.118,0.123,0.087,0.085,0.092,0.094,0.085,0.083,0.102,0.092,0.078,0.058,0.046,0.043,0.039
Indonesia,ID,IDN,CO2 emissions,Millions of Metric tons of CO2,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNC,CO2 Emissions,"Environment, Climate Change, Economic Activity, CO2 Emissions",Public administration and defence; compulsory social security,Units,1.386,1.8,2.037,1.729,1.441,1.581,1.514,1.654,1.428,1.604,1.758,1.397,1.359,1.365,1.15,1.066,1.493,1.94,2.155,2.339,2.189,2.218,2.447,2.665
Indonesia,ID,IDN,CO2 emissions,Millions of Metric tons of CO2,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNC,CO2 Emissions,"Environment, Climate Change, Economic Activity, CO2 Emissions","Publishing, audiovisual and broadcasting activities",Units,0.113,0.17,0.215,0.276,0.279,0.375,0.43,0.383,0.362,0.364,0.419,0.263,0.237,0.223,0.202,0.171,0.221,0.292,0.328,0.364,0.362,0.386,0.383,0.41
Indonesia,ID,IDN,CO2 emissions,Millions of Metric tons of CO2,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNC,CO2 Emissions,"Environment, Climate Change, Economic Activity, CO2 Emissions",Real estate activities,Units,0.185,0.255,0.28,0.251,0.24,0.32,0.321,0.324,0.282,0.307,0.281,0.263,0.267,0.331,0.372,0.358,0.454,0.568,0.531,0.492,0.383,0.336,0.336,0.349
Indonesia,ID,IDN,CO2 emissions,Millions of Metric tons of CO2,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNC,CO2 Emissions,"Environment, Climate Change, Economic Activity, CO2 Emissions",Rubber and plastics products,Units,18.377,18.153,20.266,18.97,27.008,23.119,21.728,21.516,31.383,29.006,33.698,45.621,47.46,33.541,39.126,61.029,67.355,50.539,24.875,30.14,31.433,19.441,23.817,26.062
Indonesia,ID,IDN,CO2 emissions,Millions of Metric tons of CO2,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNC,CO2 Emissions,"Environment, Climate Change, Economic Activity, CO2 Emissions",Telecommunications,Units,0.188,0.228,0.254,0.267,0.258,0.341,0.351,0.363,0.303,0.389,0.284,0.263,0.246,0.232,0.225,0.197,0.282,0.42,0.508,0.614,0.643,0.683,0.619,0.634
Indonesia,ID,IDN,CO2 emissions,Millions of Metric tons of CO2,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNC,CO2 Emissions,"Environment, Climate Change, Economic Activity, CO2 Emissions","Textiles, textile products, leather and footwear",Units,4.313,4.587,4.901,4.985,5.124,4.895,5.082,4.783,4.692,6.995,6.876,5.555,5.247,5.041,4.849,4.028,5.088,6.169,5.535,5.115,5.745,3.471,3.383,2.934
Indonesia,ID,IDN,CO2 emissions,Millions of Metric tons of CO2,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNC,CO2 Emissions,"Environment, Climate Change, Economic Activity, CO2 Emissions",Warehousing and support activities for transportation,Units,0.258,0.353,0.394,0.315,0.229,0.276,0.258,0.218,0.184,0.193,0.143,0.183,0.242,0.331,0.394,0.423,0.495,0.581,0.555,0.499,0.408,0.313,0.321,0.342
Indonesia,ID,IDN,CO2 emissions,Millions of Metric tons of CO2,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNC,CO2 Emissions,"Environment, Climate Change, Economic Activity, CO2 Emissions","Water supply; sewerage, waste management and remediation activities",Units,0.013,0.015,0.014,0.012,0.013,0.015,0.016,0.013,0.013,0.014,0.014,0.013,0.012,0.012,0.013,0.012,0.021,0.032,0.039,0.046,0.049,0.054,0.059,0.064
Indonesia,ID,IDN,CO2 emissions,Millions of Metric tons of CO2,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNC,CO2 Emissions,"Environment, Climate Change, Economic Activity, CO2 Emissions",Water transport,Units,18.887,18.376,17.975,10.268,11.526,7.861,7.984,11.315,11.765,14.248,14.25,13.023,16.052,15.677,18.305,22.075,23.361,24.201,25.082,24.165,27.447,29.264,29.694,29.24
Indonesia,ID,IDN,CO2 emissions,Millions of Metric tons of CO2,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNC,CO2 Emissions,"Environment, Climate Change, Economic Activity, CO2 Emissions",Wholesale and retail trade; repair of motor vehicles,Units,3.03,3.264,3.236,2.876,2.672,3.049,3.313,3.054,3.136,3.892,4.453,5.206,6.489,8.779,11.323,12.492,14.763,18.634,19.013,18.233,17.201,15.805,16.703,18.299
Indonesia,ID,IDN,CO2 emissions,Millions of Metric tons of CO2,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNC,CO2 Emissions,"Environment, Climate Change, Economic Activity, CO2 Emissions",Wood and products of wood and cork,Units,0.258,0.237,0.289,0.337,0.426,0.646,0.645,0.618,0.725,0.722,0.766,0.666,0.644,0.721,0.645,0.563,0.814,0.836,0.777,0.857,0.823,0.786,0.964,1.19
Indonesia,ID,IDN,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Accomodation and food services,Units,53.15147124,43.12401365,42.04861354,76.31288282,49.15367696,50.26546171,53.48615091,42.79483783,33.98644257,34.74370838,31.75462152,22.12336082,18.21746506,15.52509843,13.86890749,10.13620657,10.90370391,13.28132622,13.39626679,12.91633226,10.95169274,9.440214611,8.773622695,8.579465319
Indonesia,ID,IDN,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,Units,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Indonesia,ID,IDN,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Administrative and support services,Units,67.26306585,81.34502526,99.91281193,191.2858661,132.1289408,146.27442,148.7163958,107.0976268,83.56992399,80.01680143,67.98610062,54.06595221,48.84500702,48.67113065,52.2812357,38.84943182,40.3397389,46.14087023,46.28643796,43.91051717,36.70718498,29.06063462,25.80160063,24.46982055
Indonesia,ID,IDN,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities","Agriculture, hunting, forestry",Units,155.7236604,146.3939332,149.6601944,362.2742705,333.0417678,329.2976734,362.1353924,292.4010834,234.7789972,247.7173759,212.5476797,144.1735924,102.7366838,87.72983409,85.32062826,58.30189515,66.67867382,86.91442796,84.74589323,80.09477207,60.37399394,52.7327747,45.80428842,37.12705665
Indonesia,ID,IDN,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Air transport,Units,1291.336875,1238.994908,1323.18733,2404.441716,1460.511142,1427.098725,1749.25669,1521.285838,1464.636732,1676.681099,1317.096428,1066.814553,933.5599383,822.2435583,826.2920753,748.421129,672.9355233,708.324948,757.2709605,700.2177325,607.6377084,544.2642663,500.668319,532.3982454
Indonesia,ID,IDN,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities","Arts, entertainment and recreation",Units,49.56931578,46.13408082,44.86207942,85.91299605,57.24670604,62.16920104,65.79681053,51.97410413,41.66035449,43.11543811,40.68093629,30.2409021,28.53807238,28.59342351,25.76601671,16.68697357,20.61113656,28.13230129,29.42127384,27.30830072,20.70717617,15.04497138,13.27680632,12.517119
Indonesia,ID,IDN,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Basic metals,Units,913.6930485,844.1157373,899.9374815,2064.552031,1448.321915,968.882765,1076.709907,984.8080287,871.229867,746.9946801,507.0961356,402.0756237,574.4206009,474.4781105,422.3190551,287.2061304,241.0749454,244.4191255,261.9208405,466.8601621,547.8763862,615.247815,630.5972148,862.8332824
Indonesia,ID,IDN,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Chemicals and pharmaceutical products,Units,241.1708348,229.9827958,261.9253051,604.5305045,480.219882,436.7212927,500.5443942,351.6076799,315.5856337,360.8863681,291.3715927,678.1020272,497.8510413,430.0644368,431.3401744,272.6859074,270.6698002,265.5707377,234.1561972,250.5182314,298.024019,273.669939,287.7653416,323.4280663
Indonesia,ID,IDN,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Coke and refined petroleum products,Units,660.2631367,456.8253616,505.9015394,1140.025324,683.7594401,709.5673164,675.639231,538.7453088,453.8007864,419.2548501,348.4179113,252.4943439,231.4867183,196.2512786,187.6750756,130.3189783,113.5528034,107.3166038,103.6825439,118.2766433,123.5597247,123.1478099,120.6720774,126.9975417
Indonesia,ID,IDN,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities","Computer, electronic and optical products",Units,20.74168623,23.14105315,28.80330999,69.52094196,58.04240737,61.90056322,71.70722645,63.75905978,59.02751021,64.64692289,69.34688769,51.18427619,37.54048209,27.54215001,22.23690791,12.71705235,14.58097479,14.38873666,13.45005508,14.24467605,13.83151601,10.10315857,10.36393786,10.75394755
Indonesia,ID,IDN,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Construction,Units,283.9356417,276.1749891,327.5691738,707.467242,532.8225422,557.3679821,582.9262216,453.1587876,373.7214077,332.9038457,256.9189701,201.2541685,162.3234926,132.8643206,133.8826982,108.7659087,110.6180775,118.9643517,119.6567814,116.0692262,112.7318496,91.19410057,89.29612569,93.42657538
Indonesia,ID,IDN,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Education,Units,45.82319146,48.45757799,54.44368453,118.1006494,73.59207803,83.60409898,91.23312702,77.1733294,59.55039452,59.99132656,63.12018835,41.86096706,34.44096895,30.52790543,26.63449456,19.82236115,20.25890532,21.8145545,20.72273619,20.19782208,16.36648208,13.70254778,13.39790635,13.39071786
Indonesia,ID,IDN,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Electrical equipment,Units,26.25544219,24.70007057,26.94289675,57.72175757,47.56476277,49.87897015,60.88634549,55.92355305,57.30465853,60.56847545,64.43082997,49.12418045,40.22685307,36.19680963,31.24011389,18.48558125,22.27410157,22.0956097,22.377372,28.77807385,32.30040972,32.98158082,35.18817564,37.79169822
Indonesia,ID,IDN,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities","Electricity, gas, steam and air conditioning supply",Units,3586.768014,3660.586863,4601.266968,10238.76089,7496.666939,7477.598623,8447.015283,7332.57806,6662.468736,6374.62748,6134.666783,5173.044079,4803.67646,4380.381222,4167.826313,3180.749893,3215.119834,3127.12894,3227.905434,3805.883043,4033.013654,3928.944775,3857.286557,4125.871764
Indonesia,ID,IDN,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Fabricated metal products,Units,79.13853517,97.68037875,125.1494619,316.8982438,252.8460156,290.0727685,338.7966757,290.632854,288.1988744,259.4292126,250.4909363,173.6699382,127.4293295,98.14073318,77.3129998,38.74248355,51.6357091,54.99326228,60.36063407,83.20018112,99.57050693,107.2747663,113.4387249,125.0514063
Indonesia,ID,IDN,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Financial and insurance activities,Units,24.47231569,25.80319569,30.47438459,69.48156066,53.06491226,64.89002786,66.09049314,47.04321043,36.49394514,36.4883547,31.52216742,21.47860421,16.71705816,13.3655124,11.6751269,7.171681787,7.618127863,9.064510619,8.797477439,8.629670332,7.074972286,6.313455245,5.655127077,4.372360084
Indonesia,ID,IDN,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Fishing and aquaculture,Units,264.6307667,230.4609218,253.564458,391.2573198,251.8835318,151.6021592,156.3386944,216.7392356,184.1448692,206.6573179,228.1868504,127.054058,96.93778725,63.05123192,30.88956273,32.12262651,31.92385908,32.75347227,27.40068926,26.58081918,24.52646815,20.14262338,19.52099284,22.84492348
Indonesia,ID,IDN,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities","Food products, beverages and tobacco",Units,79.76350916,70.35188266,76.36070317,156.1318113,116.7159399,95.4822012,109.0825155,90.40849445,81.08774898,108.7270835,104.4973683,64.67412373,53.55306544,46.4900728,36.23376445,22.05714902,25.19755914,29.08465672,27.35584436,28.26240897,31.50829005,23.03412545,22.22280488,23.72635479
Indonesia,ID,IDN,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Human health and social work activities,Units,35.7678788,32.3098861,33.78885719,68.99762953,49.38341282,56.30718699,60.39457791,49.41471021,38.54514897,38.69800479,36.75861342,25.94755986,22.08255478,19.56151716,17.60846493,13.76264634,16.37375832,21.56554765,24.64268112,26.74913435,26.074755,25.9376459,24.55015314,25.97111414
Indonesia,ID,IDN,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",IT and other information services,Units,68.78329069,72.93850454,81.71418195,164.5880188,117.3420658,128.9506953,132.2208867,100.6187475,81.7150548,79.06745584,76.95358985,46.9748215,35.1822504,27.67775568,22.96445613,13.96783518,15.71430382,20.33497246,23.06747236,26.20030976,26.97526368,26.50210124,23.43285496,23.89295954
