Country,ISO2,ISO3,Indicator,Unit,Source,CTS Code,CTS Name,CTS Full Descriptor,Industry,Scale,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Indonesia,ID,IDN,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Chemicals and pharmaceutical products,Units,614.8511345,615.4095961,688.0395955,1282.749761,1071.888359,922.8771015,1060.790845,898.2573673,864.293542,848.2882735,718.3420661,1096.764747,856.6979058,737.7674184,785.4631213,532.11496,526.0277476,517.4557731,477.9391943,528.6764269,628.1264495,604.9202484,601.1437691,662.3760763
Indonesia,ID,IDN,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Coke and refined petroleum products,Units,1276.237364,1059.955919,1153.76394,2225.856795,1422.792759,942.0763713,986.4583597,1007.006355,942.9519786,775.6526833,617.0466394,607.1262234,541.7594918,515.8564372,527.5884648,402.0414914,356.5523116,327.3406925,306.0453224,355.7761862,480.5834059,538.2955123,483.0697227,501.1954061
Indonesia,ID,IDN,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers","Computer, electronic and optical products",Units,354.1389261,384.3989246,447.7768609,878.578788,961.0331046,954.5042765,958.4514704,852.669151,848.3705453,754.5993403,669.2150713,681.4164148,573.1377228,361.6471047,406.2644515,298.5118663,296.2008076,275.4570662,245.9736091,287.5538992,320.719333,312.089025,320.51301,345.8091549
Indonesia,ID,IDN,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Construction,Units,771.0315753,752.8791497,859.1822107,1591.62497,1360.336062,1276.402211,1466.356469,1233.825391,1133.382574,1011.914917,791.6396901,722.4986315,644.0453777,517.9573279,558.5657264,430.83886,413.6283594,399.7178975,375.2466571,408.6111509,445.6081794,424.0574852,421.3401172,459.2028617
Indonesia,ID,IDN,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Education,Units,232.3786542,244.7020077,285.0622795,534.8966469,473.7843139,460.1954798,547.5175787,499.6340439,445.328882,371.0605743,363.8254878,306.2061153,274.0924492,234.1422303,221.6508137,173.9928067,166.576232,155.9489149,132.3354978,149.8225235,153.3236791,138.9331727,140.2407596,149.2558128
Indonesia,ID,IDN,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Electrical equipment,Units,375.6422746,391.2272129,422.09715,604.8254765,690.8245699,577.7426627,643.1241717,631.4134551,695.1016351,639.193294,600.3086267,647.1789814,573.1432858,416.9308961,476.272184,362.0587286,341.8825732,311.044858,288.633298,341.8269416,380.5305864,371.0472801,370.3114844,383.3783621
Indonesia,ID,IDN,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers","Electricity, gas, steam and air conditioning supply",Units,5086.441941,5064.993815,6294.8849,14296.36766,10071.73522,9821.387064,11062.46292,9561.076292,8633.018078,7991.972876,7405.261432,6900.509011,6732.836783,6677.17637,7155.082529,6017.536467,5720.401549,5574.47194,5643.594584,6609.120959,6929.376398,6656.895619,6618.600375,7072.043838
Indonesia,ID,IDN,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Fabricated metal products,Units,647.0259662,679.799946,777.6522537,1393.480067,1257.478028,1132.060257,1281.982501,1176.0094,1166.056728,993.580652,844.7376521,766.5851749,665.5468535,503.8545618,553.2254083,385.6631431,386.3072369,368.4736644,367.1048018,455.1018581,524.2518016,508.5525879,499.5252332,538.036694
Indonesia,ID,IDN,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Financial and insurance activities,Units,102.8884874,108.4222658,126.377537,234.8803878,205.8227622,208.4441458,226.1824534,152.2240972,137.9311638,137.6564475,126.7551915,114.8146593,119.2757523,128.2789767,151.2715751,125.5645481,124.2577796,94.58499812,68.65201428,75.43547365,63.50633436,53.2750472,50.24604567,42.47043604
Indonesia,ID,IDN,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Fishing and aquaculture,Units,534.3491694,464.96699,498.7437241,737.4402047,528.4595507,283.126061,293.4855283,431.1576025,408.9249445,421.2077047,436.3622937,285.2530572,220.7652253,138.8286305,70.58181428,66.78579533,67.42464611,64.73431712,52.36918503,55.27931133,58.06677408,53.44132657,50.96683253,56.58946207
Indonesia,ID,IDN,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers","Food products, beverages and tobacco",Units,310.0042697,276.6852749,299.2369371,537.2879802,461.5681698,388.227839,442.2961027,391.7355496,370.3494333,400.8404141,380.2212911,291.6724737,243.0964628,202.8994273,193.9751017,138.8331016,144.7521654,162.8998884,155.0135221,161.0053548,163.0642934,141.1899882,136.0943203,144.4069785
Indonesia,ID,IDN,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Human health and social work activities,Units,475.8819336,424.7519703,437.889842,694.4193587,556.6934521,438.6445074,489.501982,428.5930782,372.6774128,353.052687,334.7625332,335.7227156,307.5290174,284.9215605,287.6258193,245.2756085,254.4803573,262.8096369,259.4067015,296.7332923,314.5264787,306.2545771,292.7123501,310.8780801
Indonesia,ID,IDN,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",IT and other information services,Units,549.0682296,553.2084049,564.2146828,839.5129555,596.689675,465.2318498,536.3806463,446.5684535,442.1747643,435.9138496,429.3292637,347.1852957,312.9753307,276.1259926,265.7997477,177.6039762,243.8981026,300.411206,371.9740215,517.6386724,623.0016835,658.3086423,570.9514625,597.2712259
Indonesia,ID,IDN,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Land transport and transport via pipelines,Units,843.5076538,805.3069889,815.9418276,1472.685101,1039.797606,986.4182891,1253.725225,1070.248318,1101.642892,1116.906537,978.1831371,902.8640541,864.570287,948.735301,1117.978672,793.5118337,843.1392255,804.7435958,718.2925082,776.3276892,700.7807736,668.651771,646.4054165,717.3177773
Indonesia,ID,IDN,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Machinery and equipment n.e.c.,Units,117.6164849,140.0632364,165.236228,146.16759,197.2860341,149.5266794,199.0309841,206.4108371,267.1446887,236.5866353,214.4918665,259.3141438,234.7886689,206.9583003,259.2813449,180.628412,193.3135433,209.0831096,223.4159933,297.2440384,375.6058021,392.4673314,400.583621,411.2043091
Indonesia,ID,IDN,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Manufacturing nec; repair and installation of machinery and equipment,Units,2999.014158,2669.017845,3080.214196,6289.434542,5996.353153,4842.345848,4777.964623,3980.830554,4698.658896,4068.180806,4148.278889,4245.628364,3736.868333,2318.821757,2565.799188,2871.348657,2663.365924,2004.266521,1119.256915,1352.402845,1462.435278,949.3236124,1030.905636,1094.791002
Indonesia,ID,IDN,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers","Mining and quarrying, energy producing products",Units,1409.098585,1258.473631,1402.186999,4024.098846,2191.617767,1357.554555,1672.268565,1801.4027,1716.698402,1323.57341,993.498079,803.3968481,618.6276451,542.8438492,568.0663177,426.0322555,320.5831907,272.9020068,290.1065924,360.5135577,526.0805098,563.4317055,466.2768129,481.5000841
Indonesia,ID,IDN,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers","Mining and quarrying, non-energy producing products",Units,553.9352458,458.8790953,497.7058976,952.3760213,699.5421853,631.9759006,689.6478546,687.1402906,642.1804271,708.8517337,493.3537845,385.7472735,300.9059732,266.0350319,293.5396286,198.4973249,203.1765803,232.3423457,231.8467757,244.4173896,295.2545283,226.7741277,210.8452421,200.3030295
Indonesia,ID,IDN,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Mining support service activities,Units,400.9636276,370.4279522,412.0618873,811.5286321,643.8980852,528.2748222,648.3392353,705.0077343,648.9034592,697.9571262,437.6466278,329.5612209,262.7058397,229.1067276,257.7174474,163.4199322,206.5402464,241.2520965,240.8568759,264.5904912,347.0632619,288.1034723,269.9213328,257.4224035
Indonesia,ID,IDN,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers","Motor vehicles, trailers and semi-trailers",Units,127.0588413,162.5101833,193.901954,312.5510474,343.9641799,380.6808687,374.8609816,277.8695159,244.5337395,194.3046482,167.0158634,136.056766,158.873859,134.4773754,197.5122924,194.334397,186.0649831,163.1409621,131.4500059,156.965772,172.3589564,142.6012333,144.5217853,152.2778138
Indonesia,ID,IDN,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Other non-metallic mineral products,Units,1784.265849,1662.106683,1889.242488,4166.390937,3151.259101,4293.224467,6856.000619,5276.863667,4606.360291,4828.950268,3971.453495,3088.309156,2995.786169,2673.873704,2592.564524,1792.043337,1615.698351,1615.263418,1595.596177,1765.210614,1955.063213,2238.926025,2530.203156,3163.662023
Indonesia,ID,IDN,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Other service activities,Units,428.6365785,428.8799393,513.4496123,963.431066,868.6876073,747.9308592,1035.027778,760.6382079,657.1335431,520.1373172,435.7064093,429.1048715,428.5179555,368.1767318,389.7126778,268.6757902,259.8553798,251.7450729,233.5901777,252.8289554,247.4788454,231.4408528,205.3341693,195.7346901
Indonesia,ID,IDN,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Other transport equipment,Units,347.6049325,346.9684126,368.8299241,461.7106451,558.2970027,458.2258526,460.4694273,453.8770206,453.8665955,456.3824586,400.8508894,246.9382389,234.659576,149.4908171,122.2692301,131.5652474,149.0999201,165.07788,158.7202785,198.7278403,252.330739,232.9671545,246.3251324,260.3532288
Indonesia,ID,IDN,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Paper products and printing,Units,419.6526227,443.4576653,511.0085294,1009.801111,778.0255898,1141.071978,1394.633558,1060.200948,1537.077465,1157.055004,1084.582071,907.617854,879.2675511,719.094608,709.2920598,588.7809568,486.0303669,580.3620381,417.076802,449.6091486,789.7156916,709.0336142,638.427638,566.3841111
Indonesia,ID,IDN,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers","Pharmaceuticals, medicinal chemical and botanical products",Units,599.271942,560.6610679,616.0519982,1137.598072,948.7341744,787.5987858,919.1089659,756.3021493,722.4334976,763.5597843,657.491591,1097.343303,876.8655591,751.2839873,799.3726681,547.6474919,564.5934228,580.77669,549.9093019,608.2058391,685.4588407,625.817128,626.3091823,687.9799679
Indonesia,ID,IDN,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Postal and courier activities,Units,963.9383187,871.7182763,922.1230468,1663.218599,1166.616383,1091.682708,1054.702884,782.6679597,652.1722274,601.692187,469.0435193,426.1488962,412.1231551,378.277294,426.6923387,370.4521825,370.3593776,396.9595364,411.9219984,451.6694702,497.5930876,470.7327182,443.7611436,463.0070643
Indonesia,ID,IDN,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers","Professional, scientific and technical activities",Units,159.5964172,173.9507418,211.7835156,356.7495705,354.0167806,360.9610271,421.236445,343.6700277,340.5384128,343.2327211,323.8390573,279.0191087,250.1259017,222.5355025,229.8485412,167.9660696,164.0770372,159.63414,146.9333308,155.6171968,160.3787458,142.0741922,121.8998587,116.1093725
Indonesia,ID,IDN,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Public administration and defence; compulsory social security,Units,518.9270518,513.6193334,566.239894,944.5269728,723.6395735,607.6694916,659.6554007,677.4893274,572.6119553,520.0002213,477.1497383,364.9365384,325.8738763,267.6913067,223.1330734,160.9165742,170.1996362,183.3943648,186.1435714,220.8890303,240.2734016,233.6426875,240.1486519,252.4243072
Indonesia,ID,IDN,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers","Publishing, audiovisual and broadcasting activities",Units,208.1612408,233.5322908,276.3972434,528.1406724,446.9164823,463.6602257,711.9197698,576.1919029,620.4686218,520.6661643,498.3964142,357.3961286,341.769867,306.8495666,328.0019159,252.0359604,271.8418432,295.1229052,286.5021497,346.3394141,420.4691153,403.7523085,361.8728712,369.9351507
Indonesia,ID,IDN,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Real estate activities,Units,91.05187372,111.8404205,123.225097,232.6233819,193.9872263,190.8715878,217.6166381,180.5302632,129.5127884,116.3176223,93.90299583,83.19721039,81.3751482,96.38281418,119.0564052,85.72136213,95.22870218,99.5910852,89.89549971,95.42111144,89.85439405,79.97658527,76.35084954,90.99528621
Indonesia,ID,IDN,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Rubber and plastics products,Units,3198.132672,2883.860059,3333.838204,6758.893801,6499.492437,5181.577246,5128.800235,4243.536403,5022.891286,4271.959685,4398.100317,4569.137263,4013.394329,2495.319358,2756.657616,3140.047383,3001.833587,2277.58674,1266.641021,1555.442896,1714.148523,1159.08298,1248.303438,1327.74698
Indonesia,ID,IDN,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o); Access Date: 04-03-2022",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Telecommunications,Units,121.0466833,122.5913467,146.7407275,315.5651771,244.8837926,249.7952933,246.4095034,222.1306951,163.5585419,264.3795511,185.7538681,177.4252474,156.3669916,141.9264426,133.2390244,83.96660009,116.6102017,137.9318235,165.004857,226.3802467,264.2620075,253.8330591,203.6548763,213.2877143
